time,open,high,low,close
2024-06-12T14:30:00Z,69864,69982,69731,69974
2024-06-12T15:00:00Z,69982,70007,69739,69843
2024-06-12T15:30:00Z,69842,69842,69563,69748
2024-06-12T16:00:00Z,69745,69793,69347,69347
2024-06-12T16:30:00Z,69352,69660,69293,69660
2024-06-12T17:00:00Z,69590,69667,69485,69663
2024-06-12T17:30:00Z,69624,69874,69567,69815
2024-06-12T18:00:00Z,69800,69801,68849,69206
2024-06-12T18:30:00Z,69214,69361,68594,68851
2024-06-12T19:00:00Z,68833,69229,68503,68524
2024-06-12T19:30:00Z,68528,68562,67230,67523
2024-06-12T20:00:00Z,67543,67906,67432,67906
2024-06-12T20:30:00Z,67906,68279,67884,68080
2024-06-12T21:00:00Z,68080,68405,68080,68405
2024-06-12T21:30:00Z,68399,68627,68332,68497
2024-06-12T22:00:00Z,68518,68567,68248,68297
2024-06-12T22:30:00Z,68253,68345,68243,68318
2024-06-12T23:00:00Z,68315,68357,68103,68202
2024-06-12T23:30:00Z,68188,68259,68149,68243
2024-06-13T00:00:00Z,68240,68272,67985,68166
2024-06-13T00:30:00Z,68192,68376,68086,68303
2024-06-13T01:00:00Z,68327,68344,68126,68126
2024-06-13T01:30:00Z,68126,68174,67938,67982
2024-06-13T02:00:00Z,67981,68128,67837,68110
2024-06-13T02:30:00Z,68148,68172,67686,67747
2024-06-13T03:00:00Z,67689,67829,67426,67426
2024-06-13T03:30:00Z,67427,67468,66983,67452
2024-06-13T04:00:00Z,67447,67684,67447,67653
2024-06-13T04:30:00Z,67627,67649,67322,67322
2024-06-13T05:00:00Z,67348,67612,67319,67561
2024-06-13T05:30:00Z,67560,67654,67516,67590
2024-06-13T06:00:00Z,67582,67591,67403,67464
2024-06-13T06:30:00Z,67457,67575,67310,67509
2024-06-13T07:00:00Z,67506,67686,67406,67676
2024-06-13T07:30:00Z,67685,67711,67601,67711
2024-06-13T08:00:00Z,67717,67742,67592,67605
2024-06-13T08:30:00Z,67604,67626,67524,67574
2024-06-13T09:00:00Z,67563,67568,67331,67389
2024-06-13T09:30:00Z,67386,67419,67168,67388
2024-06-13T10:00:00Z,67407,67459,67233,67377
2024-06-13T10:30:00Z,67363,67964,67350,67806
2024-06-13T11:00:00Z,67810,67946,67743,67931
2024-06-13T11:30:00Z,67929,67963,67654,67749
2024-06-13T12:00:00Z,67761,67878,67721,67829
2024-06-13T12:30:00Z,67836,68433,67459,67729
2024-06-13T13:00:00Z,67741,68077,67626,68032
2024-06-13T13:30:00Z,68024,68257,67503,67594
2024-06-13T14:00:00Z,67594,67677,67152,67274
2024-06-13T14:30:00Z,67293,67724,67264,67352
2024-06-13T15:00:00Z,67336,67512,66895,66947
2024-06-13T15:30:00Z,66946,67005,66352,66447
2024-06-13T16:00:00Z,66416,66775,66242,66630
2024-06-13T16:30:00Z,66607,66981,66536,66956
2024-06-13T17:00:00Z,66953,67040,66662,66679
2024-06-13T17:30:00Z,66696,66901,66618,66885
2024-06-13T18:00:00Z,66875,66949,66721,66835
2024-06-13T18:30:00Z,66831,66900,66670,66839
2024-06-13T19:00:00Z,66830,66852,66646,66797
2024-06-13T19:30:00Z,66799,66799,66567,66568
2024-06-13T20:00:00Z,66577,66774,66551,66659
2024-06-13T20:30:00Z,66663,66672,66498,66671
2024-06-13T21:00:00Z,66653,66782,66648,66684
2024-06-13T21:30:00Z,66683,66943,66678,66930
